Inference for Stan model: MODEL-MIX_pvl_vs_pvl_d.
3 chains, each with iter=130; warmup=100; thin=1; 
post-warmup draws per chain=30, total post-warmup draws=90.

                        mean se_mean     sd     2.5%      25%      50%      75%    97.5% n_eff          Rhat
lp_tmp[1,2,7]          -1.34    0.04   0.06    -1.39    -1.38    -1.37    -1.34    -1.18     3  1.600000e+00
lp_tmp[1,2,8]          -1.43    0.05   0.08    -1.62    -1.45    -1.39    -1.39    -1.36     2  1.760000e+00
lp_tmp[1,2,9]          -1.44    0.06   0.08    -1.64    -1.46    -1.40    -1.39    -1.36     2  1.770000e+00
lp_tmp[1,2,10]         -1.46    0.02   0.13    -1.88    -1.46    -1.42    -1.39    -1.38    42  1.070000e+00
lp_tmp[1,2,11]         -1.32    0.05   0.08    -1.39    -1.37    -1.35    -1.29    -1.13     2  1.670000e+00
lp_tmp[1,2,12]         -1.45    0.06   0.09    -1.64    -1.48    -1.40    -1.39    -1.38     2  2.000000e+00
lp_tmp[1,2,13]         -1.45    0.07   0.09    -1.66    -1.49    -1.40    -1.39    -1.38     2  2.010000e+00
lp_tmp[1,2,14]         -1.29    0.07   0.11    -1.39    -1.36    -1.34    -1.26    -1.06     2  1.750000e+00
lp_tmp[1,2,15]         -1.38    0.03   0.06    -1.48    -1.40    -1.38    -1.36    -1.19     4  1.280000e+00
lp_tmp[1,2,16]         -1.24    0.09   0.15    -1.38    -1.34    -1.30    -1.16    -0.88     2  1.600000e+00
lp_tmp[1,2,17]         -1.22    0.10   0.16    -1.38    -1.34    -1.29    -1.14    -0.88     2  1.700000e+00
lp_tmp[1,2,18]         -1.40    0.05   0.08    -1.59    -1.44    -1.38    -1.35    -1.29     2  1.550000e+00
lp_tmp[1,2,19]         -1.22    0.11   0.16    -1.38    -1.34    -1.29    -1.13    -0.88     2  1.770000e+00
lp_tmp[1,2,20]         -1.48    0.11   0.15    -1.82    -1.55    -1.41    -1.39    -1.36     2  2.180000e+00
lp_tmp[1,2,21]         -1.54    0.02   0.17    -1.97    -1.58    -1.49    -1.42    -1.39    64  1.040000e+00
lp_tmp[1,2,22]         -1.25    0.09   0.13    -1.38    -1.36    -1.32    -1.15    -0.97     2  1.840000e+00
lp_tmp[1,2,23]         -1.38    0.08   0.13    -1.60    -1.46    -1.38    -1.32    -1.09     2  1.560000e+00
lp_tmp[1,2,24]         -1.33    0.05   0.11    -1.47    -1.38    -1.36    -1.31    -0.96     6  1.270000e+00
lp_tmp[1,2,25]         -1.52    0.15   0.38    -2.42    -1.56    -1.41    -1.36    -1.12     6  1.140000e+00
lp_tmp[1,2,26]         -1.34    0.05   0.11    -1.51    -1.39    -1.36    -1.30    -1.04     5  1.190000e+00
lp_tmp[1,2,27]         -1.43    0.11   0.16    -1.77    -1.53    -1.40    -1.35    -1.09     2  1.770000e+00
